Srl_Num,I generally plan my expenses and never spend more than my budget ,I often take opinions or check reviews before buying,I often experiment with new brands rather than just sticking to old ones ,I like to spend my weekends with friends than staying at home . ,My favorite subjects in school were Mathematics & Science rather than Literature,"I make it a point to do some physical exercises (like swimming, walking, yoga) almost everyday","When I go out for shopping, I end up buying more items just by impulse",I am active on almost all Social media  ,"I like light, sober colors to bright, exciting colors when it comes to clothing ",I prefer watching videos/shows online rather than watching them in the television,I prefer ordering in from online apps than dining out,"I follow Brands, celebrities, influencers on social media",I always try to keep up with new fashion trends,I prefer reading or listening to music rather than exercising or playing a sport,Which company's mobile phone do you use ?,From where did you purchase your phone?,Which flavor of soft drink do you like to have the most ?,Given below is a list of products. Please tell us how frequently do you use these products  [Shower gels],Given below is a list of products. Please tell us how frequently do you use these products  [Hand sanitizers],Given below is a list of products. Please tell us how frequently do you use these products  [Facewashes],Given below is a list of products. Please tell us how frequently do you use these products  [Hair Conditioner],I generally read news from,I generally prefer to buy clothes from,Age ,Gender,Occupation ,Your hometown ?,Roll Number ,Institute ,
762,6,7,9,6,3,5,8,9,8,6,8,9,8,4,One Plus,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Online,18-23,Female,Student,Delhi,F2021016,Goa Institute of Management,
763,8,10,9,5,10,10,10,9,10,10,9,8,9,9,Samsung,Online,White/Colourless,Less Often,Everyday,Everyday,Less Often,Online,Online,24-28,Female,Student,Other towns in North,F2021038,GIM,
764,10,8,5,10,10,6,7,2,6,10,1,7,10,5,Xiaomi,Online,Fruit flavour,Less Often,Everyday,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in East,F2021047,Goa Institute of Management,
765,9,10,4,5,10,0,10,8,5,10,3,6,6,8,One Plus,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Mumbai,F2021031,Goa Institute of Management,
766,8,10,5,10,5,6,6,2,9,10,5,4,4,7,Others,Online,I do not consume soft drinks at all,Everyday,Everyday,Never,Less Often,Online,Retail Stores,18-23,Male,Student,Mumbai,F2021057,Goa Institute of Management,
767,6,9,6,8,3,7,9,7,5,8,3,10,6,3,Vivo,Retail,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Kolkata,F2021032,Goa Institute of Management,
768,9,9,9,1,10,10,5,1,9,1,9,9,9,1,Others,Online,I do not consume soft drinks at all,Never,Less Often,Never,Never,Online,Online,18-23,Male,Student,Other towns in South,F2021059,Goa Institute of Management,
769,8,4,7,10,10,8,4,6,5,10,0,0,7,0,Apple,Retail,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Hyderabad,F2021009,Goa Institute of Management,
770,10,10,4,5,10,5,7,0,10,10,1,4,10,9,Apple,Retail,Fruit flavour,Everyday,Everyday,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in North,F2021058,Goa Institute of Management,
771,10,10,8,10,10,10,3,3,3,10,10,2,2,2,One Plus,Retail,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Everyday,Online,Retail Stores,18-23,Female,Student,Mumbai,F2021007,Goa Institute of management,
772,8,9,3,9,9,3,9,8,8,8,1,6,7,9,Xiaomi,Retail,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in North,F2021029,Goa Institute of management,
773,10,9,8,5,9,6,1,6,7,2,3,1,2,5,One Plus,Online,I do not consume soft drinks at all,Never,Everyday,Everyday,Less Often,Online,Retail Stores,34-40,Male,Working Executive,Mumbai,PBA143,HPCL,
774,9,9,9,7,9,8,5,5,9,8,8,8,8,9,Samsung,Retail,Fruit flavour,Everyday,Everyday,Everyday,Everyday,Newspaper,Retail Stores,40-50,Male,Working Executive,Other towns in East,158,HPCL,
775,7,10,7,9,10,8,8,6,10,8,7,10,10,8,Apple,Online,Cola,Everyday,Everyday,Everyday,Everyday,Online,Retail Stores,24-28,Male,Working Executive,Mumbai,Pba121,Hpcl ,
776,9,9,5,5,8,8,3,3,5,8,5,3,5,5,One Plus,Online,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Delhi,C22011,Praxis Business School,
777,6,8,2,9,3,0,10,10,10,9,3,2,2,10,Samsung,Retail,Orange,Everyday,Less Often,Everyday,Less Often,Newspaper,Retail Stores,24-28,Male,Student,Kolkata,C22004,Praxis Business School,
778,3,10,8,3,10,7,9,7,10,10,8,5,2,8,One Plus,Online,Cola,Everyday,Less Often,Less Often,Never,Online,Retail Stores,29-33,Male,Student,Kolkata,C22012,Praxis business school ,
779,8,10,2,4,8,7,1,8,5,10,5,9,0,7,Samsung,Online,White/Colourless,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,C22001,Praxis Business School,
780,5,10,8,7,10,0,0,6,8,9,8,0,0,5,Others,Online,Cola,Less Often,Everyday,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Other towns in East,C22016,Praxis Business School,
781,4,10,7,10,8,8,6,8,6,7,7,4,8,8,Apple,Retail,Cola,Everyday,Everyday,Everyday,Everyday,Online,Online,24-28,Female,Student,Kolkata,C22027,Praxis Business School,
782,0,10,3,10,10,5,10,10,5,10,6,10,7,1,Others,Online,Fruit flavour,Less Often,Everyday,Everyday,Less Often,Online,Online,24-28,Male,Student,Kolkata,C22006,PRAXIS,
783,9,9,7,9,9,7,2,7,6,5,5,6,8,6,Xiaomi,Online,Cola,Never,Everyday,Everyday,Never,Newspaper,Retail Stores,24-28,Male,Student,Other towns in East,C22024,Praxis Business School,
784,10,10,4,4,10,8,5,5,5,7,4,5,7,7,Samsung,Online,Fruit flavour,Less Often,Less Often,Never,Never,Online,Retail Stores,24-28,Male,Student,Other towns in South,C22009,Praxis Business School,
785,3,4,3,2,9,7,7,1,5,3,8,6,8,1,One Plus,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in North,C22026,Praxis Business School ,
786,2,6,4,2,10,7,0,9,9,9,7,2,1,9,Xiaomi,Retail,Cola,Never,Never,Less Often,Never,Online,Online,24-28,Male,Student,Other towns in West,C22005,Praxis Business School ,
787,9,9,6,9,9,6,4,6,5,6,6,4,4,8,Xiaomi,Retail,Cola,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in South,C22020,Praxis Business School,
788,10,10,7,5,9,8,5,6,5,9,3,1,9,5,Others,Online,Cola,Less Often,Less Often,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Kolkata,C22003,Praxis Business School pgpds jan22,
789,3,8,7,2,5,7,10,2,10,10,3,0,3,5,Samsung,Online,White/Colourless,Everyday,Less Often,Less Often,Less Often,Newspaper,Retail Stores,29-33,Male,Student,Other towns in North,C22025,PRAXIS BUSINESS SCHOOL,
790,4,8,8,8,5,7,9,4,5,6,6,7,9,6,Samsung,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Online,24-28,Female,Student,Kolkata,C22022,Praxis Business School ,
791,7,9,3,9,9,1,7,3,9,9,5,7,8,3,Xiaomi,Online,Fruit flavour,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,C22010,Praxis Business School,
792,6,10,10,10,10,6,8,10,3,10,3,10,10,10,One Plus,Online,Cola,Less Often,Everyday,Everyday,Less Often,Online,Online,24-28,Male,Student,Delhi,C22014,Praxis Business School,
793,5,10,4,2,9,1,7,7,9,9,5,3,6,9,Others,Online,Cola,Everyday,Everyday,Everyday,Everyday,Online,Online,18-23,Female,Student,Other towns in East,C22002,Praxis Business School,
794,8,9,9,8,10,0,9,9,5,5,0,10,8,5,Xiaomi,Online,Fruit flavour,Never,Never,Never,Never,Online,Retail Stores,29-33,Male,Student,Kolkata,C22018,Praxis Business School,
795,9,8,6,7,9,3,5,7,9,7,5,2,5,4,Xiaomi,Online,Fruit flavour,Never,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,C22023,Praxis Business School,
796,9,9,8,9,10,8,9,9,5,9,5,9,9,7,One Plus,Retail,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Everyday,Online,Online,34-40,Female,Student,Kolkata,C22015,Praxis Business School ,
797,4,8,9,10,7,2,10,4,4,10,10,10,4,0,Xiaomi,Online,Cola,Everyday,Everyday,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,C22021,Praxis Business School,
798,7,7,6,5,6,0,0,0,10,10,2,4,2,9,Apple,Online,Cola,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Working Executive,Delhi,C22007,Praxis business school ,
799,8,5,7,8,9,8,3,6,5,7,4,5,6,6,One Plus,Online,Cola,Never,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in South,C22008,Praxis business school ,
800,6,6,7,9,3,2,8,4,4,10,4,7,4,7,Samsung,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Bangalore,C22013 ,Praxis Business School ,
801,8,9,4,8,10,8,5,3,5,10,7,7,4,4,One Plus,Retail,Fruit flavour,Never,Everyday,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Delhi,Ritvik Agarwal ,IIM AMRITSAR ,
802,0,10,9,5,7,2,6,9,10,9,5,5,8,5,One Plus,Online,Cola,Never,Everyday,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in North,MBA/07/031,IIM Amritsar,
803,3,8,5,9,4,10,6,8,10,8,0,0,7,2,Apple,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Delhi,MBA/07/007,Indian Institute of Management Amritsar,
804,1,8,2,8,9,3,3,5,4,5,3,3,5,5,Samsung,Online,Cola,Never,Less Often,Everyday,Never,Online,Retail Stores,18-23,Male,Student,Other towns in North,MBA/07/067,IIM Amritsar,
805,9,8,6,5,10,9,2,8,7,5,3,3,6,2,One Plus,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Hyderabad,MBA07054,IIM Amritsar ,
806,7,7,7,4,10,5,6,4,8,8,9,3,3,5,Xiaomi,Online,Fruit flavour,Everyday,Less Often,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Delhi,MBA/07/003,IIM Amritsar,
807,8,10,7,6,9,9,8,8,5,9,4,5,7,4,One Plus,Online,Fruit flavour,Never,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in North,MBA/07/097,Indian Institute of Management Amritsar,
808,7,9,8,9,9,8,6,6,10,9,8,7,7,7,Xiaomi,Retail,Cola,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in North,MBA07048,IIM Amritsar,
809,7,10,6,9,5,10,10,9,9,9,2,9,8,0,One Plus,Online,I do not consume soft drinks at all,Never,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in West,MBA07029,IIM Amritsar,
810,3,7,2,5,10,10,6,2,7,3,2,3,3,0,Others,Online,Cola,Never,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in North,MBA07050,"Indian Institute of Management, Amritsar",
811,9,10,7,8,9,3,3,2,8,9,8,2,2,9,One Plus,Online,Cola,Never,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in East,MBA/07/076,"Indian Institute of Management, Amritsar ",
812,6,8,7,5,10,9,7,4,7,7,7,3,8,3,Samsung,Retail,Orange,Never,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Delhi,MBA07045 ,IIM AMRITSAR ,
813,0,2,10,7,5,2,10,7,3,8,6,2,1,8,Xiaomi,Online,Cola,Everyday,Less Often,Everyday,Everyday,Online,Retail Stores,18-23,Male,Student,Other towns in East,MBABA01001,IIM AMRITSAR,
814,9,9,7,7,10,10,10,8,9,9,8,6,9,0,Others,Retail,Fruit flavour,Everyday,Less Often,Everyday,Everyday,Online,Online,24-28,Male,Student,Other towns in North,MBA/07/008,IIM Amritsar,
815,5,5,6,5,5,5,5,0,5,5,6,0,0,5,Others,Online,I do not consume soft drinks at all,Never,Less Often,Never,Never,Online,Online,18-23,Male,Student,Other towns in North,MBA07041,IIM Amritsar,
816,9,9,8,10,10,9,4,9,9,9,4,9,9,9,One Plus,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,MBA07077,IIM Amritsar,
817,0,8,9,10,7,8,2,1,6,1,5,0,8,10,Apple,Online,Orange,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,MBA/07/063,IIM Amritsar,
818,2,8,6,1,10,3,8,7,3,8,9,8,5,9,Samsung,Retail,White/Colourless,Less Often,Everyday,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in East,MBA07070,IIM Amritsar,
819,6,8,7,10,9,5,8,10,9,8,2,5,4,7,Samsung,Online,Cola,Less Often,Less Often,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in North,MBA07009,IIM Amritsar,
820,3,8,7,7,9,9,8,7,3,9,4,4,7,8,Others,Online,White/Colourless,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in East,MBA07006,IIM AMRITSAR,
821,7,9,8,8,10,3,4,7,7,10,8,7,7,4,Oppo,Online,Cola,Less Often,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in South,MBA07047,IIM Amritsar,
822,10,10,0,0,10,10,0,10,0,10,10,10,10,0,One Plus,Online,Cola,Never,Less Often,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in North,MBA/07/056,Indian Institute of Management Amritsar,
823,2,2,3,8,9,0,6,0,6,7,4,6,2,9,One Plus,Retail,I do not consume soft drinks at all,Less Often,Less Often,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Other towns in West,MBA/07/016,Indian Institute of Management Amritsar,
824,6,7,8,5,6,4,8,3,7,10,5,6,6,10,One Plus,Online,Cola,Everyday,Less Often,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Delhi,MBA07072,IIM AMRITSAR,
825,3,7,5,0,10,7,4,1,7,6,8,1,5,2,Xiaomi,Online,Cola,Less Often,Less Often,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Kolkata,MBA/07/071,IIM Amritsar,
826,6,8,7,5,10,8,7,7,8,10,3,7,6,7,One Plus,Online,Cola,Never,Everyday,Everyday,Less Often,Newspaper,Retail Stores,24-28,Male,Student,Other towns in North,MBA07060,IIM Amritsar ,
827,3,9,8,5,10,9,8,8,9,6,6,9,9,0,One Plus,Online,Fruit flavour,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,MBA07012,IIM Amritsar,
828,7,8,6,6,10,8,7,6,9,10,7,8,6,10,One Plus,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in North,MBA/07/027,IIM AMRITSAR ,
829,5,3,4,8,9,2,1,4,10,5,2,1,4,7,Apple,Retail,Cola,Never,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in North,MBA07055,Indian Institute of Management Amritsar,
830,3,8,8,9,8,7,8,8,9,8,5,7,7,4,Others,Online,Cola,Less Often,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Kolkata,MBA07052,IIM Amritsar,
831,5,6,6,5,6,6,5,6,6,6,6,6,7,6,Others,Retail,Cola,Never,Less Often,Everyday,Less Often,Online,Online,18-23,Male,Student,Other towns in North,MBA07065,IIM Amritsar,
832,2,9,9,1,5,2,8,0,3,9,5,1,2,4,Samsung,Online,Cola,Never,Less Often,Never,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,MBA07051,IIM Amritsar,
833,3,9,4,10,10,6,9,10,9,10,2,10,8,5,Apple,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in West,MBA07018,IIM Amritsar,
834,0,10,0,0,10,10,10,10,10,10,10,0,0,10,Samsung,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in North,MBA07058,IIM AMRITSAR,
835,8,9,7,5,8,6,6,3,2,5,5,3,5,7,Apple,Online,Cola,Less Often,Everyday,Everyday,Less Often,Newspaper,Retail Stores,24-28,Male,Student,Other towns in East,MBABA01004,IIM Amritsar,
836,9,9,9,9,5,3,3,8,8,10,0,9,9,8,Samsung,Online,Cola,Everyday,Everyday,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in North,MBA07019,IIM Amritsar,
837,4,8,4,4,8,3,8,8,9,9,8,4,6,9,One Plus,Online,Fruit flavour,Less Often,Less Often,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,MBA07091,Indian Institute of Management Amritsar,
838,10,10,2,5,10,4,2,0,9,9,9,2,5,10,Others,Online,I do not consume soft drinks at all,Never,Less Often,Less Often,Everyday,Online,Retail Stores,24-28,Male,Student,Chennai,MBA07017,IIM Amritsar,
839,3,8,5,5,9,8,7,7,7,7,8,1,3,2,Others,Online,Orange,Less Often,Less Often,Everyday,Never,Newspaper,Retail Stores,18-23,Male,Student,Delhi,MBABA01008,IIM Amritsar,
840,8,6,10,7,10,2,10,5,7,10,10,10,4,10,Oppo,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Kolkata,MBA07005,IIM Amritsar,
841,1,10,10,10,10,2,5,0,10,10,0,0,0,5,Others,Online,Fruit flavour,Less Often,Never,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Other towns in West,MBA/07/089,"IIM, Amritsar",
842,6,8,2,1,8,5,2,4,7,5,1,2,1,1,Apple,Retail,Fruit flavour,Everyday,Less Often,Less Often,Never,Online,Retail Stores,18-23,Female,Student,Hyderabad,MBA07038,IIM Amritsar,
843,0,2,7,2,8,0,6,2,6,6,8,6,1,8,Others,Online,Cola,Never,Less Often,Less Often,Never,Online,Online,24-28,Male,Student,Other towns in South,MBA07015,IIM Amritsar ,
844,8,8,8,6,3,7,6,8,9,5,3,1,7,3,Others,Retail,Fruit flavour,Never,Less Often,Everyday,Never,Online,Retail Stores,18-23,Male,Student,Other towns in West,MBA/07/025,IIM Amritsar,
845,8,10,7,10,4,10,0,4,10,10,0,6,5,5,Apple,Online,I do not consume soft drinks at all,Never,Less Often,Everyday,Never,Online,Retail Stores,29-33,Male,Student,Other towns in North,MBA07022,IIM Amritsar ,
846,9,10,5,9,10,6,10,10,0,10,9,9,10,10,Others,Retail,Fruit flavour,Less Often,Everyday,Everyday,Less Often,Online,Online,18-23,Male,Student,Other towns in North,MBA07073,IIM Amritsar,
847,4,9,5,9,10,10,10,10,2,10,3,8,9,0,One Plus,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Everyday,Online,Online,24-28,Male,Student,Other towns in West,MBA07064,IIM Amritsar ,
848,8,8,9,6,8,2,6,4,7,7,7,3,1,5,Others,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in North,MBABA01007,Indian Institute of Management Amritsar,
849,7,9,6,6,9,1,7,0,9,10,7,1,6,9,One Plus,Online,Cola,Never,Less Often,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Other towns in North,MBA/07/036,IIM Amritsar,
850,4,9,4,7,10,2,8,4,7,6,7,1,4,9,One Plus,Online,Orange,Never,Less Often,Everyday,Less Often,Newspaper,Online,24-28,Male,Student,Other towns in North,Mbaba01005,Iim Amritsar ,
851,6,10,5,5,7,1,0,1,9,7,9,1,7,5,Samsung,Online,Fruit flavour,Less Often,Everyday,Less Often,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in South,MBA07026,IIM Amritsar,
852,9,8,5,2,9,7,2,6,9,9,9,7,7,5,Samsung,Online,White/Colourless,Never,Everyday,Everyday,Everyday,Online,Retail Stores,24-28,Male,Student,Other towns in North,MBA07068,IIM Amritsar,
853,4,9,9,9,10,9,9,10,9,9,1,8,4,1,One Plus,Online,Cola,Never,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in North,MBA/07/013,IIM Amritsar,
854,3,10,8,9,10,9,8,9,8,9,2,2,6,8,Samsung,Online,Cola,Everyday,Everyday,Everyday,Never,Online,Online,24-28,Male,Student,Other towns in North,MBA07066 ,Indian Institute of Management Amritsar ,
855,10,8,2,10,10,8,0,2,10,10,0,0,0,0,Xiaomi,Retail,Cola,Less Often,Less Often,Everyday,Never,Newspaper,Online,18-23,Male,Student,Other towns in East,MBABA01006,IIM AMRITSAR,
856,2,7,10,8,7,2,10,0,3,9,2,0,2,6,Samsung,Online,White/Colourless,Less Often,Less Often,Never,Never,Online,Retail Stores,24-28,Male,Student,Other towns in North,MBA/07/049,IIM Amritsar,
857,4,10,10,7,9,8,10,7,5,10,6,1,7,3,Xiaomi,Online,Fruit flavour,Never,Less Often,Never,Never,Online,Retail Stores,24-28,Male,Student,Mumbai,MBA07023,IIM Amritsar ,
858,5,10,7,3,9,4,6,4,5,10,10,5,3,8,Vivo,Online,Cola,Never,Less Often,Everyday,Never,Newspaper,Online,24-28,Male,Student,Other towns in West,MBA07046,"Indian Institute of Management, Amritsar ",
859,3,9,4,3,10,7,3,6,7,9,4,8,3,4,Apple,Online,Cola,Less Often,Everyday,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in East,MBA07002,IIM Amritsar,
860,2,7,6,8,4,6,7,7,5,3,7,6,7,3,Apple,Online,White/Colourless,Everyday,Everyday,Everyday,Everyday,Online,Online,24-28,Female,Student,Other towns in North,MBA07034,Indian Institute of Management Amritsar,
861,2,9,4,3,8,10,8,2,8,10,2,2,2,0,Xiaomi,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in West,MBA07004,IIM Amritsar,
862,8,9,8,9,8,3,8,4,4,9,8,2,6,8,Samsung,Online,Cola,Everyday,Less Often,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Mumbai,MBA07037,Indian Institute of Management Amritsar ,
863,8,9,4,9,6,2,9,3,9,8,4,2,6,8,Vivo,Online,Cola,Never,Less Often,Less Often,Less Often,Online,Online,24-28,Male,Student,Mumbai,MBA07024,IIM Amritsar,
864,0,4,9,10,10,0,7,9,9,10,5,7,7,0,Apple,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Everyday,Online,Online,24-28,Male,Student,Delhi,MBA/07/074,IIM Amritsar,
865,6,5,6,7,5,6,5,5,6,6,4,6,6,6,Others,Online,Fruit flavour,Everyday,Less Often,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Delhi,MBA07021,IIM AMRITSAR,
866,4,10,10,5,10,8,8,8,10,8,7,0,7,0,Apple,Online,Cola,Everyday,Less Often,Everyday,Less Often,Newspaper,Online,24-28,Male,Student,Other towns in North,MBA07035,IIM AMRITSAR ,
867,3,8,3,5,8,1,9,10,7,10,5,8,6,8,Samsung,Online,Cola,Everyday,Less Often,Everyday,Less Often,Newspaper,Retail Stores,18-23,Female,Student,Other towns in North,MBA07124 ,IIM AMRITSAR ,
868,9,9,6,5,9,10,4,4,7,9,6,3,2,2,One Plus,Online,Cola,Everyday,Less Often,Everyday,Everyday,Online,Retail Stores,24-28,Male,Student,Other towns in East,MBA/07/032,Indian Institute of Management Amritsar ,
869,4,8,7,9,5,2,6,0,2,10,9,1,2,4,One Plus,Online,Cola,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Delhi,MBA/07/192,IIM Amritsar,
870,8,10,8,4,7,0,0,3,2,9,5,9,7,8,One Plus,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Delhi,MBA/07/185,IIM Amritsar,
871,4,10,7,9,9,1,8,5,3,8,3,6,8,5,One Plus,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Kolkata,MBA/07/167,IIM Amritsar,
872,10,10,0,6,10,10,0,5,10,10,0,5,7,8,Apple,Retail,Cola,Everyday,Less Often,Everyday,Never,Online,Retail Stores,29-33,Male,Student,Other towns in East,MBA/07/227,IIM Amritsar,
873,3,8,6,4,10,3,7,7,3,10,10,7,3,8,Xiaomi,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in East,MBABA01019,"IIM, Amritsar ",
874,7,9,5,3,9,2,7,8,2,7,8,6,5,10,One Plus,Online,Cola,Never,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in West,MBA/07/189,IIM Amritsar ,
875,9,8,5,4,7,7,0,3,8,9,4,7,2,10,Oppo,Online,White/Colourless,Never,Less Often,Everyday,Everyday,Newspaper,Retail Stores,24-28,Male,Student,Kolkata,MBA07162,Indian Institute of Management Amritsar ,
